name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
ZOTYE AUTOMOBILE CO. LTD," Consumer Cyclical, Automobile, Automobile Parts",2.375 Billion USD,,China,,,,Not found,Not found,,,,,,120 Million USD
JOINN LABORATORIES (CHINA)," Healthcare, Health Care Diagnostics",7.488 Billion USD,,China,,,,Not found,Not found,,,,,,238 Million USD
KUMHO PETROCHEMICAL," Basic Materials, Chemicals, Petrochemicals",6.219 Billion USD,,South Korea,,,,Not found,1970,,,,,,"6,887 Million USD"
SPECTRIS," Technology, Technology Hardware and Instruments",6.127 Billion USD,,UK,,,,Not found,1915,,,,,,"1,714 Million USD"
RED STAR MACALLINE GROUP CORPORATION," Consumer Cyclical, Retail, Furniture, Home Improvement",5.316 Billion USD,,China,,,,Not found,Not found,,,,,,"2,435 Million USD"
MITSUI CHEMICALS," Basic Materials, Chemicals",6.759 Billion USD,,Japan,,,,Not found,1997,,,,,,"11,768 Million USD"
AAK AB (PUBL.)," Consumer Defensive, Consumer Goods, FMCG, Package Foods, Food Products",6.097 Billion USD,,Sweden,,,,Not found,2005,,,,,,"3,758 Million USD"
HAOHUA CHEMICAL SCIENCE & TECHNOLOGY," Basic Materials, Chemicals",4.564 Billion USD,,China,,,,Not found,Not found,,,,,,"1,165 Million USD"
NCR CORPORATION," Technology, Office Equipment, Software and IT",5.582 Billion USD,,USA,,,,Not found,1884,,,,,,"7,156 Million USD"
JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY," Healthcare, Medical Equipment",4.892 Billion USD,,China,,,,Not found,Not found,,,,,,"1,003 Million USD"
GELSENWASSER AG," Utilities, Water Utilities, Electric Utilities, Gas Utilities",5.881 Billion USD,,Germany,,,,Not found,1887,,,,,,"6,298 Million USD"
TIANFENG SECURITIES," Financial Services, Brokerage Services, Investments, Securities, Trading, Stock Markets, Trading, Capital Markets",5.771 Billion USD,,China,,,,Not found,Not found,,,,,,769 Million USD
HOLLYFRONTIER CORPORATION," Energy, Oil and Gas, Petroleum",5.253 Billion USD,,USA,,,,Not found,1947,,,,,,"18,389 Million USD"
CHINA MINMETALS RARE EARTH," Basic Materials, Chemicals",7.574 Billion USD,,China,,,,Not found,Not found,,,,,,433 Million USD
ZHUZHOU HONGDA ELECTRONICS," Technology, Electronics, Capital Goods",5.140 Billion USD,,China,,,,Not found,Not found,,,,,,291 Million USD
CHINA EVERGRANDE NEW ENERGY VEHICLE GROUP," Healthcare, Hospitals, HealthCare Products, Healthcare Service",7.810 Billion USD,,China,,,,Not found,Not found,,,,,,"2,253 Million USD"
PERRIGO COMPANY," Healthcare, Pharmaceutical, Biopharmaceutical, Biotechnology, Technology, HealthCare Products",5.476 Billion USD,,Ireland,,,,Not found,1887,,,,,,"4,138 Million USD"
WIN SEMICONDUCTORS," Technology, Semiconductors, Electronics",5.251 Billion USD,,Taiwan,,,,Not found,1999,,,,,,898 Million USD
CURTISS-WRIGHT CORPORATION," Industries, Technology, Machinery Manufacturing, Manufacturing, Industry Machinery, Engineering Products, Technology Hardware and Instruments",4.979 Billion USD,,USA,,,,Not found,1929,,,,,,"2,505 Million USD"
UNIVERSAL FOREST PRODUCTS," Basic Materials, Forest Products, Wood Products",4.644 Billion USD,,USA,,,,Not found,1955,,,,,,"8,636 Million USD"
MANPOWERGROUP," Industries, Technology, Professional Services, Outsourcing and Staffing",6.585 Billion USD,,USA,,,,Not found,1948,,,,,,"20,724 Million USD"
IBERIABANK CORPORATION," Financial Services, Banking Services","3,061",,USA,,,,Not found,Not found,,,,,,Not found
CHINA MEIDONG AUTO HOLDINGS," Consumer Cyclical, Retail, Automobile, Automobile Dealers",6.652 Billion USD,,China,,,,Not found,Not found,,,,,,"3,700 Million USD"
DIPLOMA PLC," Industries, Engineering Products, Capital Goods",5.325 Billion USD,,UK,,,,Not found,1931,,,,,,"1,044 Million USD"
NOKIAN RENKAAT OYJ," Automobile Parts, Tyres, Automobile",5.257 Billion USD,,Finland,,,,Not found,1988,,,,,,"1,891 Million USD"
JOHNSON MATTHEY," Basic Materials, Chemicals",7.971 Billion USD,,UK,,,,Not found,1817,,,,,,"18,875 Million USD"
HOSHIZAKI CORPORATION," Industries, Industry Machinery, Machinery Manufacturing, Refrigerators",6.868 Billion USD,,Japan,,,,Not found,1947,,,,,,"2,172 Million USD"
MICROSTRATEGY," Technology, Software and IT, Software Products, Analytics",6.852 Billion USD,,USA,,,,Not found,1989,,,,,,510 Million USD
HUANENG RENEWABLES CORPORATION, Utilities,"3,068",,China,,,,Not found,Not found,,,,,,Not found
SHANXI LU'AN ENVIRONMENTAL ENERGY DEVELOPMENT," Energy, Coal Mining, Mining",6.731 Billion USD,,China,,,,Not found,Not found,,,,,,"6,570 Million USD"
FIELMANN," Consumer Cyclical, Retail, Eyewear",6.459 Billion USD,,Germany,,,,Not found,1972,,,,,,"1,678 Million USD"
BELLWAY," Real Estate, Property Investments, Construction",5.977 Billion USD,,UK,,,,Not found,1946,,,,,,"3,677 Million USD"
BANK OF BARODA," Financial Services, Banking Services",5.065 Billion USD,,India,,,,Not found,1908,,,,,,"6,049 Million USD"
ASAHI INTECC," Healthcare, Medical Equipment",7.678 Billion USD,,Japan,,,,Not found,1976,,,,,,449 Million USD
YUNNAN YUNTIANHUA," Basic Materials, Agriculture Related",6.422 Billion USD,,China,,,,Not found,Not found,,,,,,"9,928 Million USD"
STERICYCLE," Industries, Waste and Trash Management, Environmental Services",6.393 Billion USD,,USA,,,,Not found,1989,,,,,,"2,646 Million USD"
ENGIE BRASIL ENERGIA," Utilities, Electric Utilities, Power Generation, Electricity Generation, Hydro-Electric Power, Solar Power, Renewable Energy",5.821 Billion USD,,Brazil,,,,Not found,1899,,,,,,"2,670 Million USD"
NATIONAL INSTRUMENTS CORPORATION," Technology, Software and IT, Software Products",5.561 Billion USD,,USA,,,,Not found,1976,,,,,,"1,469 Million USD"
LOTUS BAKERIES NV," Consumer Defensive, Chocolate & Confectionery, FMCG, Package Foods, Food Products",5.308 Billion USD,,Belgium,,,,Not found,1932,,,,,,827 Million USD
EXPONENT," Industries, Consumer Services, Professional Services, Consulting Services",6.086 Billion USD,,USA,,,,Not found,1967,,,,,,466 Million USD
IRIDIUM COMMUNICATIONS," Communication Services, Telecom, Consumer Durables, Telecom Equipment, Satellites",5.872 Billion USD,,USA,,,,Not found,2001,,,,,,614 Million USD
BEIJING UNITED INFORMATION TECHNOLOGY," Technology, Software and IT",5.417 Billion USD,,China,,,,Not found,Not found,,,,,,"5,843 Million USD"
LIGHTSPEED POS," Technology, Software and IT, Technology Hardware and Instruments",15.777 Billion USD,,Canada,,,,Not found,2005,,,,,,421 Million USD
NATURA & CO," Cosmetics, FMCG",13.892 Billion USD,,Brazil,,,,Not found,1969,,,,,,"8,550 Million USD"
"DONGGUAN YIHEDA AUTOMATION CO., LTD."," Industries, Tools and Equipment",5.724 Billion USD,,China,,,,Not found,Not found,,,,,,262 Million USD
"JIANGSU GOODWE POWER SUPPLY TECHNOLOGY CO., LTD"," Technology, Electronics",5.631 Billion USD,,China,,,,Not found,Not found,,,,,,390 Million USD
SFS GROUP AG," Industries, Tools and Equipment, Engineering Products",5.292 Billion USD,,Switzerland,,,,Not found,1928,,,,,,"2,030 Million USD"
SIEYUAN ELECTRIC," Industries, Power Equipment, Electrical Products",3.596 Billion USD,,China,,,,Not found,Not found,,,,,,"1,365 Million USD"
PT ADARO ENERGY TBK," Energy, Coal Mining, Mining",3.060 Billion USD,,Indonesia,,,,Not found,1982,,,,,,"3,992 Million USD"
SHANXI XISHAN COAL AND ELECTRICITY POWER," Energy, Coal Mining, Mining",6.974 Billion USD,,China,,,,Not found,Not found,,,,,,"5,298 Million USD"
PB FINTECH LIMITED, Communication Services,,,India,,,,Not found,2008,,,,,,178 Million USD
CYFROWY POLSAT," Communication Services, Television Services, Entertainment",6.232 Billion USD,,Poland,,,,Not found,1999,,,,,,"2,613 Million USD"
BLUEPRINT MEDICINES CORPORATION," Healthcare, Pharmaceutical, Biotechnology, Technology, HealthCare Products",5.463 Billion USD,,USA,,,,Not found,2008,,,,,,180 Million USD
IMPULSORA DEL DESARROLLO Y EL EMPLEO EN AMERICA LATINA," Industries, Infrastructure, Construction",5.434 Billion USD,,Mexico,,,,Not found,2005,,,,,,"13,963 Million USD"
CABOT MICROELECTRONICS CORPORATION," Technology, Electronics, Semiconductors",3.875 Billion USD,,USA,,,,Not found,1999,,,,,,"1,199 Million USD"
ZHONGAN ONLINE P & C INSURANCE," Financial Services, Insurance",7.060 Billion USD,,China,,,,Not found,Not found,,,,,,"3,444 Million USD"
COLGATE-PALMOLIVE (INDIA)," Consumer Defensive, FMCG, Consumer Non Durables",6.502 Billion USD,,India,,,,Not found,1937,,,,,,638 Million USD
"MISTER CAR WASH, INC."," Automobile Service, Consumer Services",5.682 Billion USD,,USA,,,,Not found,1969,,,,,,758 Million USD
WUHAN ZHONGSHANG COMMERCIAL GROUP," Consumer Cyclical, Retail, Super Markets",5.328 Billion USD,,China,,,,Not found,Not found,,,,,,61 Million USD
FRASERS GROUP," Consumer Cyclical, Retail, Sports Goods",4.796 Billion USD,,UK,,,,Not found,1982,,,,,,"4,270 Million USD"
BEIJING ENLIGHT MEDIA," Communication Services, Entertainment",4.282 Billion USD,,China,,,,Not found,Not found,,,,,,170 Million USD
SOUTHWEST SECURITIES," Financial Services, Stock Markets, Trading, Capital Markets",5.243 Billion USD,,China,,,,Not found,Not found,,,,,,16 Million USD
"LUOYANG XINQIANGLIAN SLEWING BEARING CO., LTD."," Metal Fabrication Products, Metal Products Manufacturing",4.418 Billion USD,,China,,,,Not found,Not found,,,,,,364 Million USD
ITO EN," Consumer Defensive, Tea and Coffee, Tea, Non-Alcoholic Beverages, Beverages",6.255 Billion USD,,Japan,,,,Not found,1966,,,,,,"2,924 Million USD"
SICHUAN NEW ENERGY POWER COMPANY LIMITED," Basic Materials, Chemicals",6.233 Billion USD,,China,,,,Not found,Not found,,,,,,705 Million USD
EVERCORE," Financial Services, Investments, Stock Markets, Trading, Capital Markets, Banking Services",5.538 Billion USD,,USA,,,,Not found,1995,,,,,,"3,302 Million USD"
JUNEYAO AIRLINES CO. LTD," Industries, Airlines, Aviation",4.244 Billion USD,,China,,,,Not found,Not found,,,,,,"1,712 Million USD"
AVICHINA INDUSTRY & TECHNOLOGY COMPANY," Industries, Aerospace and Defense, Aerospace Products, Aircraft Parts, Space Products",6.095 Billion USD,,China,,,,Not found,Not found,,,,,,"9,464 Million USD"
PEPKOR HOLDINGS," Consumer Cyclical, Retail",5.629 Billion USD,,South Africa,,,,Not found,1965,,,,,,"5,289 Million USD"
SINOTRANS," Industries, Logistics",5.628 Billion USD,,China,,,,Not found,Not found,,,,,,"19,517 Million USD"
DASHENLIN PHARMACEUTICAL GROUP," Healthcare, Pharmaceutical, HealthCare Products, Biotechnology, Retail, Pharmacy",5.597 Billion USD,,China,,,,Not found,Not found,,,,,,"2,439 Million USD"
MAZDA MOTOR CORPORATION," Consumer Cyclical, Automobile, Automobile Parts, Engines Manufacturing, Manufacturing, Trucks",5.485 Billion USD,,Japan,,,,Not found,1920,,,,,,"22,769 Million USD"
ALK-ABELLO A/S," Healthcare, Biotechnology, Pharmaceutical",5.385 Billion USD,,Denmark,,,,Not found,1923,,,,,,580 Million USD
SL GREEN REALTY," Real Estate, Commercial Properties, Consumer Services, Investments, Property Investments",4.780 Billion USD,,USA,,,,Not found,1997,,,,,,843 Million USD
"CHINA BOHAI BANK CO., LTD."," Financial Services, Banking Services",7.019 Billion USD,,China,,,,Not found,Not found,,,,,,"4,015 Million USD"
"FARASIS ENERGY (GAN ZHOU) CO., LTD."," Consumer Cyclical, Automobile Parts",6.353 Billion USD,,China,,,,Not found,Not found,,,,,,509 Million USD
SINOLINK SECURITIES," Financial Services, Stock Markets, Trading, Capital Markets",5.163 Billion USD,,China,,,,Not found,Not found,,,,,,"1,039 Million USD"
ARGO INVESTMENTS," Financial Services, Asset Management, Investments",5.033 Billion USD,,Australia,,,,Not found,1946,,,,,,229 Million USD
KEIO CORPORATION," Industries, Railway, Railway Operating Company",6.478 Billion USD,,Japan,,,,Not found,1948,,,,,,"2,188 Million USD"
ALTAIR ENGINEERING," Technology, Engineering Products, Engineering Services, Software and IT, Software Products, Software and IT Infrastructure",5.588 Billion USD,,USA,,,,Not found,1985,,,,,,532 Million USD
CHINALIN SECURITIES," Financial Services, Stock Markets, Trading, Capital Markets, Securities, Wealth Management",5.293 Billion USD,,China,,,,Not found,Not found,,,,,,261 Million USD
WANDA FILM HOLDING," Communication Services, Entertainment",4.848 Billion USD,,China,,,,Not found,Not found,,,,,,"1,818 Million USD"
TENABLE HOLDINGS," Technology, Software and IT Infrastructure",4.729 Billion USD,,USA,,,,Not found,2002,,,,,,541 Million USD
ZAI LAB," Healthcare, HealthCare Products, Biotechnology, Biopharmaceutical",13.881 Billion USD,,China,,,,Not found,Not found,,,,,,144 Million USD
KINTETSU GROUPHOLDINGS," Industries, Railway, Railway Operating Company, Conglomerate",6.452 Billion USD,,Japan,,,,Not found,1910,,,,,,"5,046 Million USD"
CIT GROUP," Financial Services, Banking Services",5.495 Billion USD,,USA,,,,Not found,1908,,,,,,"2,306 Million USD"
ITALGAS," Utilities, Gas Utilities, Natural Gas Distribution",5.467 Billion USD,,Italy,,,,Not found,1837,,,,,,"1,427 Million USD"
WENDY'S COMPANY," Consumer Cyclical, Restaurants, Food Service, Consumer Services",5.129 Billion USD,,USA,,,,Not found,1969,,,,,,"1,896 Million USD"
LIVZON PHARMACEUTICAL GROUP," Healthcare, Pharmaceutical, HealthCare Products",4.945 Billion USD,,China,,,,Not found,Not found,,,,,,"1,893 Million USD"
ZHONGJI INNOLIGHT," Industries, Industry Machinery, Technology",3.816 Billion USD,,China,,,,Not found,Not found,,,,,,"1,120 Million USD"
NGK INSULATORS," Industries, Ceramic Products, Electrical Products, Metal Products Manufacturing, Copper Mining, Industry Machinery",5.237 Billion USD,,Japan,,,,Not found,1919,,,,,,"3,725 Million USD"
MGIC INVESTMENT CORPORATION," Financial Services, Insurance",5.181 Billion USD,,USA,,,,Not found,1957,,,,,,"1,185 Million USD"
CLOUDERA," Technology, Software and IT, Software Products",4.717 Billion USD,,USA,,,,Not found,2008,,,,,,869 Million USD
UNITED BANKSHARES," Financial Services, Banking Services",4.694 Billion USD,,USA,,,,Not found,1839,,,,,,"1,006 Million USD"
UMB FINANCIAL CORPORATION," Financial Services, Banking Services",4.428 Billion USD,,USA,,,,Not found,1913,,,,,,"1,195 Million USD"
AUTOBIO DIAGNOSTICS," Healthcare, Health Care Diagnostics, Medical Equipment, HealthCare Products",4.336 Billion USD,,China,,,,Not found,Not found,,,,,,548 Million USD
UNIVERSAL SCIENTIFIC INDUSTRIAL (SHANGHAI)," Technology, Electronics, Capital Goods",4.869 Billion USD,,China,,,,Not found,Not found,,,,,,"8,680 Million USD"
EVN AG," Utilities, Electric Utilities, Gas Utilities, Water Utilities, Waste and Trash Management",4.783 Billion USD,,Austria,,,,Not found,1922,,,,,,"2,641 Million USD"
WINNING HEALTH TECHNOLOGY GROUP," Healthcare, Software and IT, Healthcare Technology and Information",4.652 Billion USD,,China,,,,Not found,Not found,,,,,,400 Million USD
MERITZ FINANCIAL GROUP," Financial Services, Asset Management",3.402 Billion USD,,South Korea,,,,Not found,2007,,,,,,"11,163 Million USD"
DE'LONGHI," Consumer Cyclical, Kitchen Appliances, Home Furnishing",6.835 Billion USD,,Italy,,,,Not found,1902,,,,,,"3,219 Million USD"
TERMINIX GLOBAL HOLDINGS," Consumer Cyclical, Consumer Services",5.191 Billion USD,,USA,,,,Not found,1929,,,,,,"2,045 Million USD"
DKSH HOLDING," Industries, Consulting Services",5.048 Billion USD,,Switzerland,,,,Not found,1865,,,,,,"11,883 Million USD"
DRIVEN BRANDS HOLDINGS INC.," Automobile Service, Automobile Dealers",5.001 Billion USD,,USA,,,,Not found,1972,,,,,,"1,467 Million USD"
SEAWORLD ENTERTAINMENT," Consumer Cyclical, Consumer Services, Entertainment, Leisure",3.895 Billion USD,,USA,,,,Not found,1959,,,,,,"1,503 Million USD"
MAN WAH HOLDINGS," Consumer Cyclical, Furniture, Home Furnishing",7.691 Billion USD,,Hong Kong,,,,Not found,1992,,,,,,"2,740 Million USD"
CHINA MERCHANTS ENERGY SHIPPING," Energy, Oil and Gas Pipeline Transport, Freight Transport, Shipping, Marine Transportation, Oil and Gas",5.280 Billion USD,,China,,,,Not found,Not found,,,,,,"3,832 Million USD"
ESSENT GROUP," Financial Services, Insurance",5.267 Billion USD,,Bermuda,,,,Not found,2008,,,,,,"1,028 Million USD"
LITE-ON TECHNOLOGY CORPORATION," Technology, Electronics, Computers Hardware",5.122 Billion USD,,Taiwan,,,,Not found,1975,,,,,,"5,652 Million USD"
ANHUI JIANGHUAI AUTOMOBILE GROUP," Consumer Cyclical, Automobile, Cars, Commercial Vehicles, Trucks",4.638 Billion USD,,China,,,,Not found,Not found,,,,,,"6,327 Million USD"
MIMECAST," Technology, Software and IT, Software Products, Software and IT Infrastructure",4.589 Billion USD,,UK,,,,Not found,2003,,,,,,501 Million USD
AIR LEASE CORPORATION," Industries, Aviation, Technology, Rent / Lease Services",4.536 Billion USD,,USA,,,,Not found,2010,,,,,,"2,088 Million USD"
AVANZA BANK HOLDING AB (PUBL)," Financial Services, Banking Services",6.502 Billion USD,,Sweden,,,,Not found,1999,,,,,,408 Million USD
KINGFA SCI. & TECH," Basic Materials, Chemicals",6.304 Billion USD,,China,,,,Not found,Not found,,,,,,"5,850 Million USD"
DIRECT LINE INSURANCE GROUP," Financial Services, Insurance",5.745 Billion USD,,UK,,,,Not found,1985,,,,,,"4,285 Million USD"
HANGZHOU GREAT STAR INDUSTRIAL," Industries, Tools and Equipment",5.674 Billion USD,,China,,,,Not found,Not found,,,,,,"1,714 Million USD"
CATHAY PACIFIC AIRWAYS," Industries, Airlines, Aviation",5.540 Billion USD,,Hong Kong,,,,Not found,1946,,,,,,"5,811 Million USD"
BLUESTAR ADISSEO COMPANY," Basic Materials, Chemicals",4.662 Billion USD,,China,,,,Not found,Not found,,,,,,"2,020 Million USD"
SHANGHAI ORIENTAL PEARL GROUP," Communication Services, Telecom, Internet or Mobile App Based Business, Internet Providers, Television Services",4.097 Billion USD,,China,,,,Not found,Not found,,,,,,"1,320 Million USD"
ANGELALIGN TECHNOLOGY INC.," Healthcare, Medical Equipment",8.294 Billion USD,,China,,,,Not found,Not found,,,,,,199 Million USD
WPX ENERGY," Energy, Oil and Gas",4.572 Billion USD,,USA,,,,Not found,2011,,,,,,Not found
WENDEL," Financial Services, Investments, Asset Management",6.398 Billion USD,,France,,,,Not found,1704,,,,,,"8,276 Million USD"
HALOZYME THERAPEUTICS," Healthcare, Biotechnology, Technology, HealthCare Products",5.977 Billion USD,,USA,,,,Not found,1998,,,,,,443 Million USD
PT SINAR MAS MULTIARTHA TBK," Financial Services, Banking Services, Insurance, Stock Markets, Trading, Capital Markets, Securities, Investments, Conglomerate",5.237 Billion USD,,Indonesia,,,,Not found,1982,,,,,,"2,456 Million USD"
VONAGE HOLDINGS," Communication Services, Telecom, Utilities, Telecom Equipment",3.551 Billion USD,,USA,,,,Not found,2001,,,,,,"1,409 Million USD"
INDEPENDENCE REALTY TRUST," Real Estate, Consumer Services, Property Investments",2.160 Billion USD,,USA,,,,Not found,2009,,,,,,249 Million USD
ABBOTT INDIA," Healthcare, HealthCare Products, Pharmaceutical",5.962 Billion USD,,India,,,,Not found,1944,,,,,,615 Million USD
BLACKSTONE MORTGAGE TRUST," Real Estate, Asset Management, Property Investments",4.825 Billion USD,,USA,,,,Not found,1997,,,,,,854 Million USD
SHENERGY COMPANY, Utilities,4.649 Billion USD,,China,,,,Not found,Not found,,,,,,"3,973 Million USD"
CONVATEC GROUP," Healthcare, Medical Equipment",6.365 Billion USD,,UK,,,,Not found,1978,,,,,,"2,038 Million USD"
ACCTON TECHNOLOGY CORPORATION," Technology, Communications Equipment, Electronics",5.621 Billion USD,,Taiwan,,,,Not found,1988,,,,,,"2,044 Million USD"
GRANITE REAL ESTATE INVESTMENT TRUST," Real Estate, Commercial Properties, Investments, Property Investments",4.727 Billion USD,,Canada,,,,Not found,Not found,,,,,,312 Million USD
EMEMORY TECHNOLOGY," Technology, Semiconductors",4.386 Billion USD,,Taiwan,,,,Not found,2000,,,,,,81 Million USD
CHINA BIOLOGIC PRODUCTS HOLDINGS," Healthcare, Biotechnology, Technology, HealthCare Products",4.557 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
AECC AERO-ENGINE CONTROL," Industries, Aerospace and Defense",4.322 Billion USD,,China,,,,Not found,Not found,,,,,,652 Million USD
GREEK ORGANIZATION OF FOOTBALL PROGNOSTICS," Consumer Cyclical, Gambling, Betting, Lottery",5.609 Billion USD,,Greece,,,,Not found,1958,,,,,,"1,245 Million USD"
GUOYUAN SECURITIES COMPANY," Financial Services, Stock Markets, Trading, Capital Markets",5.256 Billion USD,,China,,,,Not found,Not found,,,,,,"1,088 Million USD"
ARMSTRONG WORLD INDUSTRIES," Industries, Plastics / Plastic Products, Consumer Non Durables, Building Products and Equipment",4.947 Billion USD,,USA,,,,Not found,1891,,,,,,"1,106 Million USD"
ZHEJIANG HUAHAI PHARMACEUTICAL," Healthcare, Pharmaceutical, HealthCare Products",3.723 Billion USD,,China,,,,Not found,Not found,,,,,,967 Million USD
